YEAR,CNN,FAC_NAME,COUNTY,STATIONS,PROF_NP,CHAIN_OWN,CHAIN_ORG,SURVEY_COUNT,SURVEY_RATE,FAC_STAR,XP_STAR,COMM_SCR,QUALITY_SCR,INFO_SCR,PHYS_SCR,STAFF_SCR,FAC_SCR
2018,552559,SATELLITE DIALYSIS,Santa Clara,24,non_profit,yes,SATELLITE HEALTHCARE,46,,3,,86.0,77.0,76.0,88.0,84.0,86.0
2024,552779,DAVITA EL SOBRANTE,Contra Costa,20,profit,yes,DAVITA,40,25,5,5,84.0,88.0,82.0,87.0,93.0,95.0
2023,552779,DAVITA EL SOBRANTE,Contra Costa,20,profit,yes,DAVITA,43,27,5,4,83.0,86.0,84.0,84.0,90.0,93.0
2022,552779,DAVITA EL SOBRANTE,Contra Costa,20,profit,yes,DAVITA,51,,4,,82.0,82.0,79.0,83.0,90.0,91.0
2021,552779,DAVITA EL SOBRANTE,Contra Costa,20,profit,yes,DAVITA,58,,5,,80.0,82.0,83.0,84.0,91.0,92.0
2020,552779,DAVITA EL SOBRANTE,Contra Costa,20,profit,yes,DAVITA,58,,5,,80.0,82.0,83.0,84.0,91.0,92.0
2019,552779,DAVITA EL SOBRANTE,Contra Costa,20,profit,yes,DAVITA,62,,4,,83.0,85.0,86.0,86.0,90.0,92.0
2018,552779,DAVITA EL SOBRANTE,Contra Costa,20,profit,yes,DAVITA,61,,5,,81.0,87.0,83.0,82.0,92.0,93.0
2024,552780,DAVITA-MENIFEE HOME DIALYSIS,Riverside,10,non_profit,yes,DAVITA,,,,,,,,,,
2023,552780,DAVITA-MENIFEE HOME DIALYSIS,Riverside,10,non_profit,yes,DAVITA,,,,,,,,,,
2022,552780,DAVITA-MENIFEE HOME DIALYSIS,Riverside,10,non_profit,yes,DAVITA,,,,,,,,,,
2021,552780,DAVITA-MENIFEE HOME DIALYSIS,Riverside,10,non_profit,yes,DAVITA,,,,,,,,,,
2020,552780,DAVITA-MENIFEE HOME DIALYSIS,Riverside,10,non_profit,yes,DAVITA,,,,,,,,,,
2019,552780,DAVITA-MENIFEE HOME DIALYSIS,Riverside,10,non_profit,yes,DAVITA,,,,,,,,,,
2018,552780,DAVITA-MENIFEE HOME DIALYSIS,Riverside,10,non_profit,yes,DAVITA,,,,,,,,,,
2024,552781,DAVITA-GARDEN GROVE HARBOR DIALYSIS,Orange,25,profit,yes,DAVITA,43,25,4,4,75.0,83.0,80.0,80.0,88.0,90.0
2023,552781,DAVITA-GARDEN GROVE HARBOR DIALYSIS,Orange,25,profit,yes,DAVITA,47,26,3,3,72.0,80.0,74.0,75.0,85.0,85.0
2022,552781,DAVITA-GARDEN GROVE HARBOR DIALYSIS,Orange,25,profit,yes,DAVITA,41,,4,,74.0,82.0,85.0,77.0,86.0,90.0
2021,552781,DAVITA-GARDEN GROVE HARBOR DIALYSIS,Orange,25,profit,yes,DAVITA,62,,3,,75.0,76.0,83.0,78.0,83.0,85.0
2020,552781,DAVITA-GARDEN GROVE HARBOR DIALYSIS,Orange,25,profit,yes,DAVITA,62,,3,,75.0,76.0,83.0,78.0,83.0,85.0
2019,552781,DAVITA-GARDEN GROVE HARBOR DIALYSIS,Orange,25,profit,yes,DAVITA,62,,2,,74.0,77.0,80.0,74.0,82.0,83.0
2018,552781,DAVITA-GARDEN GROVE HARBOR DIALYSIS,Orange,25,profit,yes,DAVITA,37,,2,,78.0,77.0,84.0,80.0,82.0,83.0
2024,552782,FRESNO NORTH HOME TRAINING,Fresno,0,profit,yes,DAVITA,,,,,,,,,,
2023,552782,FRESNO NORTH HOME TRAINING,Fresno,0,profit,yes,DAVITA,,,,,,,,,,
2022,552782,FRESNO NORTH HOME TRAINING,Fresno,0,profit,yes,DAVITA,,,,,,,,,,
2021,552782,FRESNO NORTH HOME TRAINING,Fresno,0,profit,yes,DAVITA,,,,,,,,,,
2020,552782,FRESNO NORTH HOME TRAINING,Fresno,0,profit,yes,DAVITA,,,,,,,,,,
2019,552782,FRESNO NORTH HOME TRAINING,Fresno,0,profit,yes,DAVITA,,,,,,,,,,
2018,552782,FRESNO NORTH HOME TRAINING,Fresno,0,profit,yes,DAVITA,,,,,,,,,,
2024,552783,US RENAL CARE BEVERLY HILLS DIALYSIS,Los Angeles,22,profit,yes,"US RENAL CARE, INC.",44,24,2,2,72.0,74.0,78.0,79.0,83.0,84.0
2023,552783,US RENAL CARE BEVERLY HILLS DIALYSIS,Los Angeles,22,profit,yes,"US RENAL CARE, INC.",42,24,3,3,82.0,80.0,78.0,88.0,86.0,86.0
2022,552783,US RENAL CARE BEVERLY HILLS DIALYSIS,Los Angeles,22,profit,yes,"US RENAL CARE, INC.",38,,3,,76.0,78.0,80.0,81.0,83.0,84.0
2021,552783,US RENAL CARE BEVERLY HILLS DIALYSIS,Los Angeles,22,profit,yes,"US RENAL CARE, INC.",37,,4,,78.0,79.0,75.0,86.0,85.0,87.0
2020,552783,US RENAL CARE BEVERLY HILLS DIALYSIS,Los Angeles,22,profit,yes,"US RENAL CARE, INC.",37,,4,,78.0,79.0,75.0,86.0,85.0,87.0
2019,552783,US RENAL CARE BEVERLY HILLS DIALYSIS,Los Angeles,22,profit,yes,"US RENAL CARE, INC.",,,,,,,,,,
2018,552783,US RENAL CARE BEVERLY HILLS DIALYSIS,Los Angeles,22,profit,yes,"US RENAL CARE, INC.",36,,2,,81.0,78.0,69.0,84.0,83.0,82.0
2024,552560,WELLBOUND OF VALLEJO,Solano,4,profit,yes,SATELLITE HEALTHCARE,,,,,,,,,,
2023,552560,WELLBOUND OF VALLEJO,Solano,4,profit,yes,SATELLITE HEALTHCARE,,,,,,,,,,
2022,552560,WELLBOUND OF VALLEJO,Solano,4,profit,yes,SATELLITE HEALTHCARE,,,,,,,,,,
2021,552560,WELLBOUND OF VALLEJO,Solano,4,profit,yes,SATELLITE HEALTHCARE,,,,,,,,,,
2020,552560,WELLBOUND OF VALLEJO,Solano,4,profit,yes,SATELLITE HEALTHCARE,,,,,,,,,,
2019,552560,WELLBOUND OF VALLEJO,Solano,4,profit,yes,SATELLITE HEALTHCARE,,,,,,,,,,
2018,552560,WELLBOUND OF VALLEJO,Solano,4,profit,yes,SATELLITE HEALTHCARE,,,,,,,,,,
2024,552561,FMC-LA JOLLA,San Diego,24,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2023,552561,FMC-LA JOLLA,San Diego,24,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2022,552561,FMC-LA JOLLA,San Diego,24,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2021,552561,FMC-LA JOLLA,San Diego,24,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2020,552561,FMC-LA JOLLA,San Diego,24,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2019,552561,FMC-LA JOLLA,San Diego,24,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2018,552561,FMC-LA JOLLA,San Diego,24,profit,yes,FRESENIUS MEDICAL CARE,31,,3,,83.0,77.0,69.0,82.0,83.0,85.0
2024,552562,FMC-BAKERSFIELD,Kern,25,profit,yes,FRESENIUS MEDICAL CARE,38,18,3,3,78.0,80.0,77.0,83.0,85.0,87.0
2023,552562,FMC-BAKERSFIELD,Kern,25,profit,yes,FRESENIUS MEDICAL CARE,40,20,4,4,79.0,82.0,84.0,86.0,88.0,90.0
2022,552562,FMC-BAKERSFIELD,Kern,25,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2021,552562,FMC-BAKERSFIELD,Kern,25,profit,yes,FRESENIUS MEDICAL CARE,47,,4,,78.0,75.0,73.0,82.0,82.0,87.0
2020,552562,FMC-BAKERSFIELD,Kern,25,profit,yes,FRESENIUS MEDICAL CARE,47,,4,,78.0,75.0,73.0,82.0,82.0,87.0
2019,552562,FMC-BAKERSFIELD,Kern,25,profit,yes,FRESENIUS MEDICAL CARE,60,,3,,79.0,79.0,71.0,82.0,86.0,87.0
2018,552562,FMC-BAKERSFIELD,Kern,25,profit,yes,FRESENIUS MEDICAL CARE,59,,3,,82.0,75.0,75.0,86.0,83.0,86.0
2024,552563,ASH TREE DIALYSIS,Fresno,36,profit,yes,DAVITA,67,20,3,3,77.0,77.0,76.0,81.0,85.0,88.0
2023,552563,ASH TREE DIALYSIS,Fresno,36,profit,yes,DAVITA,64,20,3,2,75.0,74.0,70.0,83.0,82.0,87.0
2022,552563,ASH TREE DIALYSIS,Fresno,36,profit,yes,DAVITA,50,,3,,76.0,76.0,73.0,79.0,83.0,86.0
2021,552563,ASH TREE DIALYSIS,Fresno,36,profit,yes,DAVITA,86,,3,,76.0,76.0,79.0,83.0,84.0,85.0
2020,552563,ASH TREE DIALYSIS,Fresno,36,profit,yes,DAVITA,86,,3,,76.0,76.0,79.0,83.0,84.0,85.0
2019,552563,ASH TREE DIALYSIS,Fresno,36,profit,yes,DAVITA,102,,3,,78.0,77.0,78.0,87.0,85.0,87.0
2018,552563,ASH TREE DIALYSIS,Fresno,36,profit,yes,DAVITA,93,,3,,81.0,79.0,82.0,87.0,85.0,87.0
2024,552564,ALMOND-WOOD DIALYSIS,Madera,22,profit,yes,DAVITA,39,27,2,3,80.0,76.0,76.0,83.0,81.0,84.0
2023,552564,ALMOND-WOOD DIALYSIS,Madera,22,profit,yes,DAVITA,,,,,,,,,,
2022,552564,ALMOND-WOOD DIALYSIS,Madera,22,profit,yes,DAVITA,,,,,,,,,,
2021,552564,ALMOND-WOOD DIALYSIS,Madera,22,profit,yes,DAVITA,31,,4,,78.0,83.0,84.0,81.0,81.0,89.0
2020,552564,ALMOND-WOOD DIALYSIS,Madera,22,profit,yes,DAVITA,31,,4,,78.0,83.0,84.0,81.0,81.0,89.0
2019,552564,ALMOND-WOOD DIALYSIS,Madera,22,profit,yes,DAVITA,40,,4,,74.0,85.0,85.0,82.0,92.0,93.0
2018,552564,ALMOND-WOOD DIALYSIS,Madera,22,profit,yes,DAVITA,50,,5,,78.0,87.0,82.0,82.0,92.0,94.0
2024,552682,DAVITA MILLS DIALYSIS,San Mateo,19,profit,yes,DAVITA,,,,,,,,,,
2023,552682,DAVITA MILLS DIALYSIS,San Mateo,19,profit,yes,DAVITA,,,,,,,,,,
2022,552682,DAVITA MILLS DIALYSIS,San Mateo,19,profit,yes,DAVITA,,,,,,,,,,
2021,552682,DAVITA MILLS DIALYSIS,San Mateo,19,profit,yes,DAVITA,,,,,,,,,,
2020,552682,DAVITA MILLS DIALYSIS,San Mateo,19,profit,yes,DAVITA,,,,,,,,,,
2019,552682,DAVITA MILLS DIALYSIS,San Mateo,19,profit,yes,DAVITA,,,,,,,,,,
2018,552682,DAVITA MILLS DIALYSIS,San Mateo,19,profit,yes,DAVITA,,,,,,,,,,
2024,552683,CALVINE DIALYSIS CENTER,Sacramento,24,profit,yes,DAVITA,33,19,4,4,73.0,86.0,84.0,78.0,92.0,92.0
2023,552683,CALVINE DIALYSIS CENTER,Sacramento,24,profit,yes,DAVITA,41,23,4,3,73.0,81.0,82.0,80.0,90.0,91.0
2022,552683,CALVINE DIALYSIS CENTER,Sacramento,24,profit,yes,DAVITA,37,,4,,73.0,82.0,82.0,78.0,90.0,91.0
2021,552683,CALVINE DIALYSIS CENTER,Sacramento,24,profit,yes,DAVITA,54,,4,,72.0,80.0,83.0,77.0,86.0,89.0
2020,552683,CALVINE DIALYSIS CENTER,Sacramento,24,profit,yes,DAVITA,54,,4,,72.0,80.0,83.0,77.0,86.0,89.0
2019,552683,CALVINE DIALYSIS CENTER,Sacramento,24,profit,yes,DAVITA,55,,4,,80.0,85.0,87.0,84.0,92.0,93.0
2018,552683,CALVINE DIALYSIS CENTER,Sacramento,24,profit,yes,DAVITA,58,,4,,84.0,84.0,85.0,87.0,90.0,91.0
2024,552589,DAVITA-NORTH GLENDALE,Los Angeles,36,profit,yes,DAVITA,47,22,5,4,80.0,86.0,81.0,85.0,91.0,93.0
2023,552589,DAVITA-NORTH GLENDALE,Los Angeles,36,profit,yes,DAVITA,49,24,5,4,81.0,84.0,81.0,86.0,93.0,95.0
2022,552589,DAVITA-NORTH GLENDALE,Los Angeles,36,profit,yes,DAVITA,41,,4,,83.0,86.0,79.0,86.0,91.0,92.0
2021,552589,DAVITA-NORTH GLENDALE,Los Angeles,36,profit,yes,DAVITA,62,,4,,85.0,83.0,83.0,85.0,88.0,89.0
2020,552589,DAVITA-NORTH GLENDALE,Los Angeles,36,profit,yes,DAVITA,62,,4,,85.0,83.0,83.0,85.0,88.0,89.0
2019,552589,DAVITA-NORTH GLENDALE,Los Angeles,36,profit,yes,DAVITA,74,,4,,81.0,79.0,82.0,84.0,87.0,91.0
2018,552589,DAVITA-NORTH GLENDALE,Los Angeles,36,profit,yes,DAVITA,94,,4,,85.0,84.0,81.0,86.0,90.0,91.0
2024,552684,DAVITA-OXNARD DIALYSIS CENTER,Ventura,20,profit,yes,DAVITA,39,20,4,3,80.0,75.0,81.0,87.0,83.0,90.0
2023,552684,DAVITA-OXNARD DIALYSIS CENTER,Ventura,20,profit,yes,DAVITA,42,22,3,3,80.0,75.0,80.0,89.0,83.0,85.0
2022,552684,DAVITA-OXNARD DIALYSIS CENTER,Ventura,20,profit,yes,DAVITA,40,,3,,82.0,79.0,82.0,87.0,80.0,85.0
2021,552684,DAVITA-OXNARD DIALYSIS CENTER,Ventura,20,profit,yes,DAVITA,58,,4,,83.0,78.0,87.0,92.0,87.0,87.0
2020,552684,DAVITA-OXNARD DIALYSIS CENTER,Ventura,20,profit,yes,DAVITA,58,,4,,83.0,78.0,87.0,92.0,87.0,87.0
2019,552684,DAVITA-OXNARD DIALYSIS CENTER,Ventura,20,profit,yes,DAVITA,69,,4,,89.0,86.0,90.0,91.0,88.0,91.0
2018,552684,DAVITA-OXNARD DIALYSIS CENTER,Ventura,20,profit,yes,DAVITA,83,,4,,86.0,83.0,87.0,88.0,90.0,91.0
2024,552685,SATELLITE DIALYSIS MORGAN HILL,Santa Clara,17,profit,yes,SATELLITE DIALYSIS,34,33,5,4,81.0,92.0,82.0,87.0,95.0,96.0
2023,552685,SATELLITE DIALYSIS MORGAN HILL,Santa Clara,17,profit,yes,SATELLITE DIALYSIS,,,,,,,,,,
2022,552685,SATELLITE DIALYSIS MORGAN HILL,Santa Clara,17,profit,yes,SATELLITE DIALYSIS,30,,4,,86.0,86.0,89.0,91.0,92.0,92.0
2021,552685,SATELLITE DIALYSIS MORGAN HILL,Santa Clara,17,profit,yes,SATELLITE DIALYSIS,30,,5,,85.0,84.0,86.0,89.0,91.0,92.0
2020,552685,SATELLITE DIALYSIS MORGAN HILL,Santa Clara,17,profit,yes,SATELLITE DIALYSIS,30,,5,,85.0,84.0,86.0,89.0,91.0,92.0
2019,552685,SATELLITE DIALYSIS MORGAN HILL,Santa Clara,17,profit,yes,SATELLITE DIALYSIS,33,,4,,82.0,87.0,83.0,85.0,92.0,93.0
2018,552685,SATELLITE DIALYSIS MORGAN HILL,Santa Clara,17,profit,yes,SATELLITE DIALYSIS,37,,4,,81.0,86.0,83.0,83.0,90.0,91.0
2022,552686,DAVITA-SOUTH CERRITOS DIALYSIS,Los Angeles,16,profit,yes,DAVITA,,,,,,,,,,
2021,552686,DAVITA-SOUTH CERRITOS DIALYSIS,Los Angeles,16,profit,yes,DAVITA,,,,,,,,,,
2020,552686,DAVITA-SOUTH CERRITOS DIALYSIS,Los Angeles,16,profit,yes,DAVITA,,,,,,,,,,
2019,552686,DAVITA-SOUTH CERRITOS DIALYSIS,Los Angeles,16,profit,yes,DAVITA,,,,,,,,,,
2018,552686,DAVITA-SOUTH CERRITOS DIALYSIS,Los Angeles,16,profit,yes,DAVITA,31,,5,,88.0,87.0,85.0,95.0,89.0,93.0
2024,552687,FMC-RAI-SOUTH BRAND-SAN FERNANDO,Los Angeles,5,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2023,552687,FMC-RAI-SOUTH BRAND-SAN FERNANDO,Los Angeles,5,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2022,552687,FMC-RAI-SOUTH BRAND-SAN FERNANDO,Los Angeles,5,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2021,552687,FMC-RAI-SOUTH BRAND-SAN FERNANDO,Los Angeles,5,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2020,552687,FMC-RAI-SOUTH BRAND-SAN FERNANDO,Los Angeles,5,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2019,552687,FMC-RAI-SOUTH BRAND-SAN FERNANDO,Los Angeles,5,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2018,552687,FMC-RAI-SOUTH BRAND-SAN FERNANDO,Los Angeles,5,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2024,552688,DAVITA RICHMOND DIALYSIS,Contra Costa,24,profit,yes,DAVITA,51,29,3,3,75.0,79.0,81.0,84.0,87.0,88.0
2023,552688,DAVITA RICHMOND DIALYSIS,Contra Costa,24,profit,yes,DAVITA,53,31,4,4,79.0,81.0,82.0,87.0,88.0,89.0
2022,552688,DAVITA RICHMOND DIALYSIS,Contra Costa,24,profit,yes,DAVITA,51,,5,,87.0,91.0,89.0,89.0,93.0,94.0
2021,552688,DAVITA RICHMOND DIALYSIS,Contra Costa,24,profit,yes,DAVITA,67,,4,,78.0,84.0,76.0,85.0,89.0,89.0
2020,552688,DAVITA RICHMOND DIALYSIS,Contra Costa,24,profit,yes,DAVITA,67,,4,,78.0,84.0,76.0,85.0,89.0,89.0
2019,552688,DAVITA RICHMOND DIALYSIS,Contra Costa,24,profit,yes,DAVITA,62,,4,,86.0,83.0,88.0,87.0,89.0,90.0
2018,552688,DAVITA RICHMOND DIALYSIS,Contra Costa,24,profit,yes,DAVITA,69,,4,,84.0,82.0,82.0,87.0,87.0,91.0
2024,552689,DCI UKIAH,Mendocino,24,non_profit,yes,"DIALYSIS CLINIC, INC.",50,31,4,4,83.0,83.0,77.0,84.0,89.0,92.0
2023,552689,DCI UKIAH,Mendocino,24,non_profit,yes,"DIALYSIS CLINIC, INC.",44,29,3,3,81.0,80.0,75.0,84.0,87.0,88.0
2022,552689,DCI UKIAH,Mendocino,24,non_profit,yes,"DIALYSIS CLINIC, INC.",33,,4,,86.0,84.0,88.0,89.0,88.0,92.0
2021,552689,DCI UKIAH,Mendocino,24,non_profit,yes,"DIALYSIS CLINIC, INC.",41,,5,,83.0,86.0,83.0,86.0,91.0,91.0
2020,552689,DCI UKIAH,Mendocino,24,non_profit,yes,"DIALYSIS CLINIC, INC.",41,,5,,83.0,86.0,83.0,86.0,91.0,91.0
2019,552689,DCI UKIAH,Mendocino,24,non_profit,yes,"DIALYSIS CLINIC, INC.",30,,5,,85.0,90.0,90.0,86.0,92.0,94.0
2018,552689,DCI UKIAH,Mendocino,24,non_profit,yes,"DIALYSIS CLINIC, INC.",37,,5,,90.0,91.0,90.0,90.0,93.0,95.0
2024,552590,QUOTIDIAN HOME DIALYSIS CLINIC,Orange,2,profit,no,INDEPENDENT,,,,,,,,,,
2023,552590,QUOTIDIAN HOME DIALYSIS CLINIC,Orange,2,profit,no,INDEPENDENT,,,,,,,,,,
2022,552590,QUOTIDIAN HOME DIALYSIS CLINIC,Orange,2,profit,no,INDEPENDENT,,,,,,,,,,
2021,552590,QUOTIDIAN HOME DIALYSIS CLINIC,Orange,2,profit,no,INDEPENDENT,,,,,,,,,,
2020,552590,QUOTIDIAN HOME DIALYSIS CLINIC,Orange,2,profit,no,INDEPENDENT,,,,,,,,,,
2019,552590,QUOTIDIAN HOME DIALYSIS CLINIC,Orange,2,profit,no,INDEPENDENT,,,,,,,,,,
2018,552590,QUOTIDIAN HOME DIALYSIS CLINIC,Orange,2,profit,no,INDEPENDENT,,,,,,,,,,
2024,552591,WEST SACRAMENTO DIALYSIS CLINIC,Yolo,21,profit,yes,DAVITA,31,19,3,3,73.0,77.0,77.0,81.0,85.0,88.0
2023,552591,WEST SACRAMENTO DIALYSIS CLINIC,Yolo,21,profit,yes,DAVITA,36,22,3,3,75.0,82.0,82.0,82.0,88.0,88.0
2022,552591,WEST SACRAMENTO DIALYSIS CLINIC,Yolo,21,profit,yes,DAVITA,35,,4,,85.0,84.0,85.0,88.0,90.0,90.0
2021,552591,WEST SACRAMENTO DIALYSIS CLINIC,Yolo,21,profit,yes,DAVITA,46,,5,,85.0,85.0,87.0,85.0,90.0,91.0
2020,552591,WEST SACRAMENTO DIALYSIS CLINIC,Yolo,21,profit,yes,DAVITA,46,,5,,85.0,85.0,87.0,85.0,90.0,91.0
2019,552591,WEST SACRAMENTO DIALYSIS CLINIC,Yolo,21,profit,yes,DAVITA,59,,3,,78.0,82.0,79.0,79.0,87.0,87.0
2018,552591,WEST SACRAMENTO DIALYSIS CLINIC,Yolo,21,profit,yes,DAVITA,53,,3,,74.0,82.0,80.0,75.0,85.0,87.0
2024,552592,STOCKTON KIDNEY CLINIC,San Joaquin,20,profit,yes,DAVITA,44,20,4,4,88.0,82.0,83.0,91.0,90.0,91.0
2023,552592,STOCKTON KIDNEY CLINIC,San Joaquin,20,profit,yes,DAVITA,34,16,4,4,87.0,81.0,80.0,91.0,90.0,89.0
2022,552592,STOCKTON KIDNEY CLINIC,San Joaquin,20,profit,yes,DAVITA,40,,5,,87.0,87.0,87.0,91.0,93.0,93.0
2021,552592,STOCKTON KIDNEY CLINIC,San Joaquin,20,profit,yes,DAVITA,62,,4,,86.0,78.0,87.0,88.0,88.0,88.0
2020,552592,STOCKTON KIDNEY CLINIC,San Joaquin,20,profit,yes,DAVITA,62,,4,,86.0,78.0,87.0,88.0,88.0,88.0
2019,552592,STOCKTON KIDNEY CLINIC,San Joaquin,20,profit,yes,DAVITA,71,,3,,87.0,79.0,80.0,91.0,88.0,87.0
2018,552592,STOCKTON KIDNEY CLINIC,San Joaquin,20,profit,yes,DAVITA,82,,3,,84.0,82.0,83.0,90.0,88.0,88.0
2024,552593,ANTELOPE VALLEY KIDNEY INSTITUTE,Los Angeles,20,profit,no,INDEPENDENT,,,,,,,,,,
2023,552593,ANTELOPE VALLEY KIDNEY INSTITUTE,Los Angeles,20,profit,no,INDEPENDENT,,,,,,,,,,
2022,552593,ANTELOPE VALLEY KIDNEY INSTITUTE,Los Angeles,20,profit,no,INDEPENDENT,50,,5,,79.0,86.0,80.0,84.0,94.0,93.0
2021,552593,ANTELOPE VALLEY KIDNEY INSTITUTE,Los Angeles,20,profit,no,INDEPENDENT,80,,5,,80.0,85.0,82.0,88.0,91.0,94.0
2020,552593,ANTELOPE VALLEY KIDNEY INSTITUTE,Los Angeles,20,profit,no,INDEPENDENT,80,,5,,80.0,85.0,82.0,88.0,91.0,94.0
2019,552593,ANTELOPE VALLEY KIDNEY INSTITUTE,Los Angeles,20,profit,no,INDEPENDENT,84,,4,,76.0,84.0,83.0,83.0,90.0,92.0
2018,552593,ANTELOPE VALLEY KIDNEY INSTITUTE,Los Angeles,20,profit,no,INDEPENDENT,82,,5,,82.0,88.0,83.0,82.0,91.0,94.0
2024,552594,DAVITA-EXETER DIALYSIS,Tulare,12,profit,yes,DAVITA,30,28,3,4,85.0,84.0,84.0,86.0,89.0,89.0
2023,552594,DAVITA-EXETER DIALYSIS,Tulare,12,profit,yes,DAVITA,31,27,2,3,82.0,78.0,79.0,85.0,82.0,84.0
2022,552594,DAVITA-EXETER DIALYSIS,Tulare,12,profit,yes,DAVITA,31,,4,,79.0,78.0,78.0,86.0,87.0,90.0
2021,552594,DAVITA-EXETER DIALYSIS,Tulare,12,profit,yes,DAVITA,45,,3,,80.0,75.0,87.0,84.0,84.0,84.0
2020,552594,DAVITA-EXETER DIALYSIS,Tulare,12,profit,yes,DAVITA,45,,3,,80.0,75.0,87.0,84.0,84.0,84.0
2019,552594,DAVITA-EXETER DIALYSIS,Tulare,12,profit,yes,DAVITA,37,,3,,84.0,77.0,87.0,87.0,84.0,88.0
2018,552594,DAVITA-EXETER DIALYSIS,Tulare,12,profit,yes,DAVITA,39,,4,,88.0,81.0,86.0,93.0,87.0,91.0
2024,552595,FMC-MISSION VIEJO,Orange,18,profit,yes,FRESENIUS MEDICAL CARE,43,31,3,4,89.0,82.0,74.0,91.0,89.0,89.0
2023,552595,FMC-MISSION VIEJO,Orange,18,profit,yes,FRESENIUS MEDICAL CARE,46,31,4,4,88.0,84.0,79.0,89.0,89.0,90.0
2022,552595,FMC-MISSION VIEJO,Orange,18,profit,yes,FRESENIUS MEDICAL CARE,42,,4,,87.0,83.0,77.0,88.0,89.0,89.0
2021,552595,FMC-MISSION VIEJO,Orange,18,profit,yes,FRESENIUS MEDICAL CARE,35,,5,,80.0,85.0,82.0,83.0,91.0,93.0
2020,552595,FMC-MISSION VIEJO,Orange,18,profit,yes,FRESENIUS MEDICAL CARE,35,,5,,80.0,85.0,82.0,83.0,91.0,93.0
2019,552595,FMC-MISSION VIEJO,Orange,18,profit,yes,FRESENIUS MEDICAL CARE,32,,5,,85.0,87.0,76.0,91.0,90.0,95.0
2018,552595,FMC-MISSION VIEJO,Orange,18,profit,yes,FRESENIUS MEDICAL CARE,38,,4,,87.0,83.0,84.0,89.0,88.0,91.0
2024,552713,LAUREL MEADOWS DIALYSIS CENTER,Monterey,24,profit,yes,DAVITA,58,32,3,4,83.0,81.0,83.0,84.0,87.0,88.0
2023,552713,LAUREL MEADOWS DIALYSIS CENTER,Monterey,24,profit,yes,DAVITA,57,33,4,4,82.0,81.0,84.0,83.0,87.0,89.0
2022,552713,LAUREL MEADOWS DIALYSIS CENTER,Monterey,24,profit,yes,DAVITA,56,,4,,85.0,80.0,83.0,85.0,88.0,88.0
2021,552713,LAUREL MEADOWS DIALYSIS CENTER,Monterey,24,profit,yes,DAVITA,83,,5,,82.0,81.0,86.0,87.0,89.0,91.0
2020,552713,LAUREL MEADOWS DIALYSIS CENTER,Monterey,24,profit,yes,DAVITA,83,,5,,82.0,81.0,86.0,87.0,89.0,91.0
2019,552713,LAUREL MEADOWS DIALYSIS CENTER,Monterey,24,profit,yes,DAVITA,101,,4,,82.0,80.0,82.0,89.0,88.0,91.0
2018,552713,LAUREL MEADOWS DIALYSIS CENTER,Monterey,24,profit,yes,DAVITA,92,,4,,76.0,78.0,81.0,84.0,87.0,90.0
2024,552752,SATELLITE HEALTHCARE NORTH MODESTO,Stanislaus,16,profit,yes,SATELLITE HEALTHCARE,,,,,,,,,,
2023,552752,SATELLITE HEALTHCARE NORTH MODESTO,Stanislaus,16,profit,yes,SATELLITE HEALTHCARE,,,,,,,,,,
2022,552752,SATELLITE HEALTHCARE NORTH MODESTO,Stanislaus,16,profit,yes,SATELLITE HEALTHCARE,,,,,,,,,,
2021,552752,SATELLITE HEALTHCARE NORTH MODESTO,Stanislaus,16,profit,yes,SATELLITE HEALTHCARE,32,,5,,86.0,78.0,83.0,88.0,90.0,91.0
2020,552752,SATELLITE HEALTHCARE NORTH MODESTO,Stanislaus,16,profit,yes,SATELLITE HEALTHCARE,32,,5,,86.0,78.0,83.0,88.0,90.0,91.0
2019,552752,SATELLITE HEALTHCARE NORTH MODESTO,Stanislaus,16,profit,yes,SATELLITE HEALTHCARE,34,,3,,85.0,76.0,75.0,89.0,83.0,88.0
2018,552752,SATELLITE HEALTHCARE NORTH MODESTO,Stanislaus,16,profit,yes,SATELLITE HEALTHCARE,49,,4,,85.0,81.0,73.0,91.0,85.0,89.0
2024,552714,SATELLITE DIALYSIS SILVER CREEK,Santa Clara,31,profit,yes,SATELLITE DIALYSIS,42,20,3,4,92.0,79.0,78.0,92.0,88.0,88.0
2023,552714,SATELLITE DIALYSIS SILVER CREEK,Santa Clara,31,profit,yes,SATELLITE DIALYSIS,35,15,3,3,91.0,80.0,75.0,90.0,86.0,87.0
