"CMS Certification Number (CCN)","Network","Facility Name","Address Line 1","Address Line 2","City/Town","State","ZIP Code","County/Parish","Telephone Number","Profit or Non-Profit","Chain Owned","Chain Organization","ICH-CAHPS date","ICH-CAHPS data availability code","Lower box percent of patients-nephrologists' communication and caring","Middle box percent of patients-nephrologists' communication and caring","Top box percent of patients-nephrologists' communication and caring","Linearized score of nephrologists' communication and caring","Star rating of nephrologists' communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Linearized score of quality of dialysis center care and operations","Star rating of quality of dialysis center care and operations","Lower box percent of patients-providing information to patients","Top box percent of patients- providing information to patients","Linearized score of providing information to patients","Star rating of providing information to patients","Lower box percent of patients-rating of the nephrologist","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Linearized score of rating of the nephrologist","Star rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff","Linearized score of rating of the dialysis center staff","Star rating of the dialysis center staff","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility","Top box percent of patients-rating of the dialysis facility","Linearized score of rating of the dialysis facility","Star rating of the dialysis facility","Total number of completed interviews from the Fall and Spring Surveys","ICH CAHPS Survey of patients' experiences star rating","Survey response rate"
672767,14,DaVita Pine Park Dialysis,3333 BAYSHORE BLVD,,PASADENA,TX,77504,Harris,(713) 943-1463,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672768,14,DaVita El Paso Peritoneal Dialysis,1310 MURCHINSON DRIVE,SUITE C,EL PASO,TX,79902,El Paso,(915) 351-0893,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672769,14,DaVita Riverstone Dialysis,5672 HIGHWAY 6,,MISSOURI CITY,TX,77459,Fort Bend,(281) 499-8950,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672770,14,DaVita Dialysis Care of Weatherford,2107 FORT WORTH HIGHWAY,,WEATHERFORD,TX,76086,Parker,(817) 599-6954,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672772,14,SATELLITE WELLBOUND SOUTH AUSTIN,9811 SOUTH IH35,"BLDG 4, Ste 100",AUSTIN,TX,78744,Travis,(512) 735-6300,Profit,Yes,Satellite Healthcare,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672773,14,DaVita Cloverleaf Dialysis,13525 EAST FREEWAY,SUITE A,HOUSTON,TX,77015,Harris,(713) 450-0874,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672774,14,FRESENIUS MEDICAL CARE KATY,21755 PROVINCIAL BLVD,,KATY,TX,77450,Harris,(281) 492-3401,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,16,12,72,84,4,19,17,64,80,4,25,75,75,2,10,23,67,88,5,12,17,71,88,4,5,23,72,90,4,52,4,30
672775,14,FRESENIUS MEDICAL CARE RIVER VALLEY CLINIC,433 W SAM HOUSTON BLVD,,PHARR,TX,78577,Hidalgo,(956) 283-0646,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,11,18,71,85,4,20,12,68,80,4,18,82,82,4,11,22,67,87,4,12,21,67,87,3,11,19,70,89,3,34,4,25
672776,14,FRESENIUS KIDNEY CARE SOUTH DENTON,3305 UNICORN LAKE BLVD,,DENTON,TX,76210,Denton,(940) 387-4592,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672777,14,DaVita Fort Brown Dialysis,2000 BOCA CHICA BLVD,,BROWNSVILLE,TX,78521,Cameron,(956) 541-0130,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672778,14,REGIONAL DIALYSIS CENTER OF LANCASTER LLC,2500 W PLEASANT RUN RD,SUITE 100,LANCASTER,TX,75146,Dallas,(972) 274-0192,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,001,18,9,73,83,3,20,18,62,79,3,21,79,79,3,7,28,65,85,4,5,35,60,88,4,9,24,67,87,3,36,3,20
672779,14,DaVita South Shore Annex Dialysis,16750 Highway 3,,WEBSTER,TX,77598,Harris,(281) 332-4719,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672780,14,DaVita Round Rock Dialysis,1800 Round Rock Avenue,STE 200,ROUND ROCK,TX,78681,Williamson,(512) 310-8797,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672781,14,DaVita Jersey Village Dialysis,8787 FALLBROOK DR,,HOUSTON,TX,77064,Harris,(281) 477-7878,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672782,14,DaVita Denver Harbor Dialysis,7065 East FWY,,HOUSTON,TX,77020,Harris,(713) 670-3173,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672784,14,Fresenius Medical Care West Pearland,2276 Business Center Drive,,PEARLAND,TX,77584,Brazoria,(713) 436-0364,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672785,14,IRVING DIALYSIS,2535 WEST AIRPORT FWY,,IRVING,TX,75062,Dallas,(972) 252-1656,Profit,Yes,Other,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672786,14,DaVita Cypress Fairfield Dialysis,15103 Mason Rd,Ste D5,CYPRESS,TX,77433,Harris,(281) 758-1380,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672787,14,DaVita West Houston Home Dialysis,1319 W Sam Houston Pkwy N,STE 130,HOUSTON,TX,77043,Harris,(713) 465-0005,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672788,14,DaVita Keller Dialysis,11000 Old Denton Road,,KELLER,TX,76248,Tarrant,(817) 337-5483,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672789,14,DaVita Dialysis Care of Grand Prairie,402 N Carrier Parkway,Suite 102,GRAND PRAIRIE,TX,75050,Dallas,(972) 264-2660,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672791,14,DESOTO REGIONAL DIALYSIS CENTER LLC,2651 BOLTON BOONE DRIVE,BUILDING B,DESOTO,TX,75115,Dallas,(972) 780-5991,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,001,27,7,66,76,2,28,22,50,71,1,25,75,75,2,20,30,50,80,3,27,31,42,77,1,29,23,48,80,2,45,2,23
672792,14,WOODLANDS HOME THERAPIES,1644 RESEARCH FOREST DRIVE,SUITE 150,SHENANDOAH,TX,77381,Montgomery,(281) 367-0046,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672793,14,REGIONAL DIALYSIS CENTER OF MESQUITE LLC,1650 REPUBLIC PARKWAY,SUITE 100,MESQUITE,TX,75150,Dallas,(972) 613-4715,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,001,22,19,59,77,2,16,20,64,81,4,25,75,75,2,17,24,59,81,3,11,32,57,85,3,7,19,74,90,4,45,3,21
672794,14,Carrolton Regional Dialysis Center,1128 North I-35 East,,CARROLLTON,TX,75006,Dallas,(972) 242-7648,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672795,14,Liberty Dialysis of South Lewisville,101 E Southwest Pkwy,,LEWISVILLE,TX,75067,Denton,(469) 549-7424,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672796,14,Coryell Dialysis,224 Memorial Drive,,GATESVILLE,TX,76528,Coryell,(254) 248-6265,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672797,14,DaVita Hulen Dialysis,5832 S Hulen St,,FORT WORTH,TX,76132,Tarrant,(817) 370-7642,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672798,14,DaVita Grants Lake Dialysis,16035 Lexington Blvd,,SUGAR LAND,TX,77479,Fort Bend,(832) 783-9090,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672800,14,Dialyze Direct Sugarland,16545 SW Freeway,,SUGAR LAND,TX,77479,Fort Bend,(832) 944-5040,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672801,14,DaVita Vintage Dialysis,20025 Chasewook Park Drive,,HOUSTON,TX,77070,Harris,(281) 251-0966,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672802,14,DaVita Tanner Dialysis,5655 W SAM HOUSTON PKWY N STE A,,HOUSTON,TX,77041,Harris,(713) 983-8616,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672803,14,DaVita Springwoods Dialysis,2950 FM 2920 Rd,,SPRING,TX,77388,Harris,(281) 907-6269,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672804,14,DaVita Heights Dialysis,739 E 20th Street,,HOUSTON,TX,77008,Harris,(713) 802-0542,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672805,14,DaVita McKinney on 380 at Home Dialysis,5329 West University Dr,,MCKINNEY,TX,75071,Collin,(214) 491-4263,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672806,14,Bellaire Dialysis,14412 Bellaire Blvd.,,SUGAR LAND,TX,77478,Fort Bend,(281) 575-8000,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672807,14,DaVita Renal Center of Flower Mound,4941 Long Prairie Rd,,FLOWER MOUND,TX,75028,Denton,(972) 537-5572,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672808,14,DaVita Clear Creek Dialysis,274 Cottonwood Dr,,HEMPSTEAD,TX,77445,Waller,(979) 826-0477,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672809,14,USRC Stadium Home Dialysis,"2000 CRAWFORD ST, STE 777",,HOUSTON,TX,77002,Harris,(713) 904-1756,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672810,14,DaVita West Arlington Dialysis,1001 W Arbrook Blvd,Suite 101 & 111,ARLINGTON,TX,76015,Tarrant,(817) 466-7403,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672811,14,FKC Caprock,8704 UNIVERSITY AVE,,LUBBOCK,TX,79423,Lubbock,(806) 748-0002,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672812,14,US Renal Care Medical Center Dialysis,4511 NW Loop 410,,SAN ANTONIO,TX,78229,Bexar,(210) 541-0273,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672815,14,Kidney Care Center of Houston,4803 Bissonnet Street,,BELLAIRE,TX,77401,Harris,(832) 834-4080,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672816,14,DaVita Plano on Custer Dialysis,"1301 Custer Road, Suite 524",,PLANO,TX,75075,Collin,(972) 578-7047,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672817,14,DaVita Montana Vista Dialysis,"2204 Joe Battle Blvd ""A""",,EL PASO,TX,79938,El Paso,(915) 849-8374,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,18,15,67,81,3,19,18,63,80,4,12,88,88,5,10,23,67,87,4,5,16,79,91,4,5,19,76,91,4,43,4,23
672818,14,Fresenius Medical Care Lockhart,1721 S Colorado St,,LOCKHART,TX,78644,Caldwell,(512) 398-6357,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672819,14,DaVita Lockhart Dialysis,1806 South Colorado Street,,LOCKHART,TX,78644,Caldwell,(512) 398-6432,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672820,14,Fresenius Medical Care Kyle,5895 Kyle Parkway,,KYLE,TX,78640,Hays,(512) 268-2428,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672821,14,Fresenius Medical Care East Bastrop,1675 Highway 71 East,,BASTROP,TX,78602,Bastrop,(512) 332-0175,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672822,14,DaVita Vivify Dialysis,800 N Texas Ave,,ODESSA,TX,79761,Ector,(432) 332-1974,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672823,14,US Renal Care North Lubbock Dialysis,1826 Parkway Dr,Suite 200,LUBBOCK,TX,79403,Lubbock,(806) 747-1366,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672824,14,DaVita Balcones Dialysis,11150 Research Blvd.,STE 201,AUSTIN,TX,78759,Travis,(512) 342-1097,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672825,14,US Renal Care North El Paso Dialysis,3359 Fred Wilson Ave,,EL PASO,TX,79904,El Paso,(915) 304-5816,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672826,14,DaVita Baymont Dialysis,10424 Interstate 10 East,Suite 100,BAYTOWN,TX,77523,Chambers,(281) 573-2539,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672827,14,DaVita Plano Tollway Dialysis,6101 Windhaven Pkwy,STE 165,PLANO,TX,75093,Collin,(972) 473-7891,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672828,14,Diamond Dialysis -Missouri City,5603 Highway 6,,MISSOURI CITY,TX,77459,Fort Bend,(832) 987-1353,Profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672830,14,LIBERTY DIALYSIS - GASTON AVENUE,3417 GASTON AVENUE SUITE 180,,DALLAS,TX,75246,Dallas,(972) 232-1730,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672831,14,Kessler Park Regional Dialysis Center,1070 N Westmoreland Road,,DALLAS,TX,75211,Dallas,(214) 331-7219,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672832,14,US Renal Care West University Dialysis,9219 Stella Link,,HOUSTON,TX,77025,Harris,(713) 349-0724,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,001,23,23,54,74,2,25,20,55,74,2,38,62,62,1,11,41,48,82,3,13,31,56,84,2,7,26,67,87,3,48,2,49
672833,14,DaVita Southfield Dialysis,11600 Broadway Street,,PEARLAND,TX,77584,Brazoria,(713) 436-0263,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672834,14,Fresenius Kidney Care San Angelo,2018 Pulliam Street,,SAN ANGELO,TX,76905,Tom Green,(325) 481-0798,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,15,22,63,81,3,10,24,66,85,5,18,82,82,4,15,15,70,86,4,4,16,80,92,5,6,8,86,93,5,41,4,29
672836,14,FKC - El Paso West,1430 Northwestern Drive,,EL PASO,TX,79912,El Paso,(915) 584-5400,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672837,14,Grapevine Regional Dialysis Center,1270 William D. Tate Ave,Suite 300,GRAPEVINE,TX,76051,Tarrant,(817) 421-6326,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672838,14,FMC Frisco,10150 Legacy Drive,,FRISCO,TX,75033,Denton,(469) 365-0766,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672839,14,FMC Rolling Plains,100 East Arizona,,SWEETWATER,TX,79556,Nolan,(325) 236-8171,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672840,14,USRC Burleson,265 SW John Jones Drive,,BURLESON,TX,76028,Johnson,(817) 447-7478,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672841,14,DaVita Avian Dialysis,8486 Bellaire Blvd.,,HOUSTON,TX,77036,Harris,(713) 774-0253,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672842,14,DaVita Socorro Dialysis,10697 N. Loop Dr.,,SOCORRO,TX,79927,El Paso,(915) 790-0538,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,34,14,52,67,1,18,19,63,80,4,18,82,82,4,39,21,40,70,1,13,21,66,86,3,10,27,63,88,3,35,3,29
672843,14,DaVita Donna Dialysis,1006 E INTERSTATE HIGHWAY 2,,DONNA,TX,78537,Hidalgo,(956) 461-2519,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,13,11,76,86,4,18,15,67,81,4,15,85,85,5,7,26,67,89,5,13,13,74,89,4,5,15,80,93,5,43,5,33
672844,14,Gulfgate Kidney Center,2916 Woodridge Drive,,HOUSTON,TX,77087,Harris,(346) 772-0517,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672845,14,FMC North East Houston,4810 E Sam Houston Pkwy N,,HOUSTON,TX,77015,Harris,(281) 862-9106,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672846,14,US REnal Care Richardson Dialysis,3321 E. Renner Rd,Suite 100,RICHARDSON,TX,75082,Collin,(972) 479-9401,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672847,14,Fresenius Medical Care Kingwood,9767 FM 1960 Bypass Rd W,,HUMBLE,TX,77338,Harris,(281) 548-1250,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672848,14,DaVita Dairy Ashford Dialysis,12606 West Park Drive,,HOUSTON,TX,77082,Harris,(281) 679-1848,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672849,14,DaVita Zapata Falcon Lake Dialysis,2860 S. US Highway 83,,ZAPATA,TX,78076,Zapata,(956) 765-9366,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672850,14,FRESENIUS KIDNEY CARE NORTH FRISCO DIALYSIS CLINIC,6116 Sports Village Rd.,,FRISCO,TX,75033,Denton,(469) 362-5763,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672853,14,FKC Pearland Town Center,2850 Kirby Drive,,PEARLAND,TX,77584,Brazoria,(281) 582-8024,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672854,14,US Renal Care Chinatown Dialysis,7329 W Sam Houston Parkway S,Suite 101A,HOUSTON,TX,77072,Harris,(713) 773-2124,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,001,18,16,66,81,3,22,12,66,79,3,14,86,86,5,13,11,76,88,5,7,25,68,90,4,12,16,72,89,3,34,4,29
672855,14,US Renal Care Chinatown Home Dialysis,7329 W Sam Houston Parkway S,Suite 101B,HOUSTON,TX,77072,Harris,(713) 773-2124,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672856,14,USRC Conway Dialysis,200 West 2 Mile Road,,MISSION,TX,78574,Hidalgo,(956) 445-5365,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,001,12,15,73,86,4,8,20,72,88,5,14,86,86,5,3,36,61,90,5,3,15,82,94,5,4,7,89,95,5,46,5,29
672857,14,DaVita Inwood Dialysis,6626 ANTOINE DR,,HOUSTON,TX,77091,Harris,(713) 681-0481,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672858,14,Green Oaks Dialysis Center - ARA,1950 NE Green Oaks Blvd,Suite 190,ARLINGTON,TX,76006,Tarrant,(817) 460-0510,Profit,Yes,American Renal Associates,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672859,14,US Renal Care Space City Dialysis,3402 Burke Road,Suite 100,PASADENA,TX,77504,Harris,(713) 425-0428,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,001,36,10,54,65,1,22,16,62,78,3,34,66,66,1,25,30,45,75,2,18,33,49,83,2,16,20,64,85,3,33,2,35
672860,14,US Renal Care Premier Dialysis,8181 N Stadium Drive,Suite 100,HOUSTON,TX,77054,Harris,(713) 425-1969,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672861,14,DaVita Cedar Hill Dialysis,439 E FM 1382,,CEDAR HILL,TX,75104,Dallas,(972) 291-5817,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672862,14,DaVita City Center Dialysis,10405 Katy Fwy,Suite 140,HOUSTON,TX,77024,Harris,(713) 647-0641,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672863,14,DaVita Mason Dialysis,2922 N Mason Rd.,Suite 100,KATY,TX,77449,Harris,(281) 579-9057,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672864,14,FKC PASADENA-CRENSHAW,5040 Crenshaw Road,Suite 200,PASADENA,TX,77505,Harris,(832) 703-0450,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672865,14,Fresenius Kidney Care Sugarland Home,"4675 Sweetwater Blvd, Suite B",,SUGAR LAND,TX,77479,Fort Bend,(281) 240-4076,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672866,14,USRC - Rowlett,7600 Lakeview Parkway,Suite 200,ROWLETT,TX,75088,Dallas,(972) 412-1631,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672867,14,US Renal Care Meadows Place Dialysis,4743 Lexington Blvd,,MISSOURI CITY,TX,77459,Fort Bend,(281) 969-1022,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672868,14,DaVita Garland Shiloh Dialysis,800 N SHILOH ROAD,,GARLAND,TX,75042,Dallas,(972) 276-7961,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672869,14,Fresenius Medical Care Beamer,12727 Beamer Road,,HOUSTON,TX,77089,Harris,(281) 922-9930,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672870,14,US Renal Care Central San Antonio Dialysis,215 N SAN SABA,Suite 101,SAN ANTONIO,TX,78207,Bexar,(210) 338-3108,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,001,28,17,55,71,2,26,16,58,74,2,21,79,79,3,29,31,40,74,1,29,21,50,75,1,23,17,60,83,2,45,2,31
672871,14,Fresenius Kidney Care Woodland West,3 WINDCREST NATIONAL,,MAGNOLIA,TX,77354,Montgomery,(936) 224-3103,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672873,14,DaVita Leander Dialysis,2906 S BAGDAD RD STE 120,,LEANDER,TX,78641,Williamson,(512) 260-4102,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672874,14,DaVita Mountain Pass Dialysis,5612 Dyer Street,,EL PASO,TX,79904,El Paso,(915) 564-5052,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672875,14,FKC Alamo Ranch,5620 Lone Star Parkway,,SAN ANTONIO,TX,78253,Bexar,(210) 688-0377,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672876,14,FKC Mid-Valley,1010 Rone Drive,,WESLACO,TX,78596,Hidalgo,(956) 973-0002,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,16,16,68,82,3,16,19,65,82,4,28,72,72,1,11,21,68,86,4,7,28,65,87,3,8,9,83,90,4,41,3,36
672877,14,FKC Laredo Medical Loop,2441 Monarch Dr.,Suite 11,LAREDO,TX,78045,Webb,(956) 753-3582,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
